Constructor,D.O.B,Driver,Grid Pos,Nationality,Podium,Points,Round,Season,Status,Time,Track,URL
tyrrell,1956-11-07,palmer,19,British,6,1.0,5,1988,+2 Laps,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
arrows,1954-08-27,warwick,16,British,7,0.0,5,1988,+2 Laps,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
coloni,1962-03-02,tarquini,26,Italian,8,0.0,5,1988,+2 Laps,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
rial,1959-05-31,cesaris,12,Italian,9,0.0,5,1988,Out of fuel,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
larrousse,1954-07-27,alliot,17,French,10,0.0,5,1988,Electrical,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,13,Japanese,11,0.0,5,1988,+3 Laps,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
eurobrun,1963-05-12,modena,15,Italian,12,0.0,5,1988,+3 Laps,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
minardi,1959-05-15,sala,21,Spanish,13,0.0,5,1988,+5 Laps,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
zakspeed,1952-01-16,ghinzani,22,Italian,14,0.0,5,1988,Engine,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
march,1963-04-20,gugelmin,18,Brazilian,15,0.0,5,1988,Gearbox,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
ags,1955-06-26,streiff,10,French,16,0.0,5,1988,Suspension,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
ligier,1948-07-04,arnoux,20,French,17,0.0,5,1988,Transmission,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
ferrari,1956-12-23,alboreto,4,Italian,18,0.0,5,1988,Engine,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
williams,1954-04-17,patrese,11,Italian,19,0.0,5,1988,Engine,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
arrows,1958-01-10,cheever,8,American,20,0.0,5,1988,Throttle,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
williams,1953-08-08,mansell,9,British,21,0.0,5,1988,Engine,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
ligier,1956-09-08,johansson,25,Swedish,22,0.0,5,1988,Engine,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
ferrari,1959-08-27,berger,3,Austrian,23,0.0,5,1988,Electrical,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
benetton,1959-07-07,nannini,5,Italian,24,0.0,5,1988,Ignition,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
eurobrun,1954-08-19,larrauri,24,Argentine,25,0.0,5,1988,Chassis,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
tyrrell,1961-10-09,bailey,23,British,26,0.0,5,1988,Collision,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
minardi,1960-06-17,campos,0,Spanish,27,0.0,5,1988,Did not qualify,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
osella,1964-03-19,larini,0,Italian,28,0.0,5,1988,Did not qualify,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
larrousse,1961-07-28,dalmas,0,French,29,0.0,5,1988,Did not qualify,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,30,0.0,5,1988,Did not qualify,,villeneuve,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,1,9.0,6,1988,Finished,6896035.0,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
mclaren,1955-02-24,prost,4,French,2,6.0,6,1988,Finished,6934748.0,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
benetton,1957-07-13,boutsen,5,Belgian,3,4.0,6,1988,+1 Lap,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
rial,1959-05-31,cesaris,12,Italian,4,3.0,6,1988,+1 Lap,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
tyrrell,1956-11-07,palmer,17,British,5,2.0,6,1988,+1 Lap,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
minardi,1961-04-23,martini,16,Italian,6,1.0,6,1988,+1 Lap,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
larrousse,1961-07-28,dalmas,24,French,7,0.0,6,1988,+2 Laps,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
dallara,1964-03-18,caffi,21,Italian,8,0.0,6,1988,+2 Laps,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
tyrrell,1961-10-09,bailey,22,British,9,0.0,6,1988,Spun off,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
minardi,1959-05-15,sala,25,Spanish,10,0.0,6,1988,Gearbox,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
larrousse,1954-07-27,alliot,14,French,11,0.0,6,1988,Halfshaft,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
eurobrun,1963-05-12,modena,19,Italian,12,0.0,6,1988,Spun off,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
ferrari,1956-12-23,alboreto,3,Italian,13,0.0,6,1988,Collision,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
ligier,1948-07-04,arnoux,20,French,14,0.0,6,1988,Overheating,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
march,1963-04-20,gugelmin,13,Brazilian,15,0.0,6,1988,Engine,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
williams,1954-04-17,patrese,10,Italian,16,0.0,6,1988,Electrical,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
team_lotus,1952-08-17,piquet,8,Brazilian,17,0.0,6,1988,Spun off,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
eurobrun,1954-08-19,larrauri,23,Argentine,18,0.0,6,1988,Gearbox,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
arrows,1954-08-27,warwick,9,British,19,0.0,6,1988,Spun off,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
williams,1953-08-08,mansell,6,British,20,0.0,6,1988,Engine,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
ags,1955-06-26,streiff,11,French,21,0.0,6,1988,Suspension,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
benetton,1959-07-07,nannini,7,Italian,22,0.0,6,1988,Suspension,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
arrows,1958-01-10,cheever,15,American,23,0.0,6,1988,Electrical,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
osella,1964-03-19,larini,26,Italian,24,0.0,6,1988,Engine,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
ferrari,1959-08-27,berger,2,Austrian,25,0.0,6,1988,Puncture,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
ligier,1956-09-08,johansson,18,Swedish,26,0.0,6,1988,Overheating,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
march,1963-05-24,capelli,0,Italian,27,0.0,6,1988,Injured,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,0,Japanese,28,0.0,6,1988,Did not qualify,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,29,0.0,6,1988,Did not qualify,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
zakspeed,1952-01-16,ghinzani,0,Italian,30,0.0,6,1988,Did not qualify,,detroit,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix
mclaren,1955-02-24,prost,1,French,1,9.0,7,1988,Finished,5857328.0,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
mclaren,1960-03-21,senna,2,Brazilian,2,6.0,7,1988,Finished,5889080.0,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
ferrari,1956-12-23,alboreto,4,Italian,3,4.0,7,1988,Finished,5923833.0,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
ferrari,1959-08-27,berger,3,Austrian,4,3.0,7,1988,+1 Lap,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
team_lotus,1952-08-17,piquet,7,Brazilian,5,2.0,7,1988,+1 Lap,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
benetton,1959-07-07,nannini,6,Italian,6,1.0,7,1988,+1 Lap,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,8,Japanese,7,0.0,7,1988,+1 Lap,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
march,1963-04-20,gugelmin,16,Brazilian,8,0.0,7,1988,+1 Lap,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
march,1963-05-24,capelli,10,Italian,9,0.0,7,1988,+1 Lap,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
rial,1959-05-31,cesaris,12,Italian,10,0.0,7,1988,+2 Laps,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
arrows,1958-01-10,cheever,13,American,11,0.0,7,1988,+2 Laps,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
dallara,1964-03-18,caffi,14,Italian,12,0.0,7,1988,+2 Laps,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
larrousse,1961-07-28,dalmas,19,French,13,0.0,7,1988,+2 Laps,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
eurobrun,1963-05-12,modena,20,Italian,14,0.0,7,1988,+3 Laps,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
minardi,1961-04-23,martini,22,Italian,15,0.0,7,1988,+3 Laps,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
minardi,1959-05-15,sala,25,Spanish,16,0.0,7,1988,Not classified,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
eurobrun,1954-08-19,larrauri,26,Argentine,17,0.0,7,1988,Clutch,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
osella,1964-03-19,larini,24,Italian,18,0.0,7,1988,Halfshaft,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
zakspeed,1964-07-20,schneider,21,German,19,0.0,7,1988,Gearbox,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
williams,1953-08-08,mansell,9,British,20,0.0,7,1988,Suspension,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
larrousse,1954-07-27,alliot,18,French,21,0.0,7,1988,Electrical,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
tyrrell,1956-11-07,palmer,23,British,22,0.0,7,1988,Engine,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
williams,1954-04-17,patrese,15,Italian,23,0.0,7,1988,Brakes,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
benetton,1957-07-13,boutsen,5,Belgian,24,0.0,7,1988,Engine,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
ags,1955-06-26,streiff,17,French,25,0.0,7,1988,Fuel leak,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
arrows,1954-08-27,warwick,11,British,26,0.0,7,1988,Spun off,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
ligier,1948-07-04,arnoux,0,French,27,0.0,7,1988,Did not qualify,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,28,0.0,7,1988,Did not qualify,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
ligier,1956-09-08,johansson,0,Swedish,29,0.0,7,1988,Did not qualify,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
coloni,1962-03-02,tarquini,0,Italian,30,0.0,7,1988,Did not prequalify,,ricard,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
mclaren,1960-03-21,senna,3,Brazilian,1,9.0,8,1988,Finished,5596367.0,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
williams,1953-08-08,mansell,11,British,2,6.0,8,1988,Finished,5619711.0,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
benetton,1959-07-07,nannini,8,Italian,3,4.0,8,1988,Finished,5647581.0,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
march,1963-04-20,gugelmin,5,Brazilian,4,3.0,8,1988,Finished,5667745.0,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
team_lotus,1952-08-17,piquet,7,Brazilian,5,2.0,8,1988,Finished,5677202.0,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
arrows,1954-08-27,warwick,9,British,6,1.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
arrows,1958-01-10,cheever,13,American,7,0.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
williams,1954-04-17,patrese,15,Italian,8,0.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
ferrari,1959-08-27,berger,1,Austrian,9,0.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,10,Japanese,10,0.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
dallara,1964-03-18,caffi,21,Italian,11,0.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
eurobrun,1963-05-12,modena,20,Italian,12,0.0,8,1988,+1 Lap,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
larrousse,1961-07-28,dalmas,23,French,13,0.0,8,1988,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
larrousse,1954-07-27,alliot,22,French,14,0.0,8,1988,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
minardi,1961-04-23,martini,19,Italian,15,0.0,8,1988,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
tyrrell,1961-10-09,bailey,24,British,16,0.0,8,1988,+2 Laps,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
ferrari,1956-12-23,alboreto,2,Italian,17,0.0,8,1988,Out of fuel,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
ligier,1948-07-04,arnoux,25,French,18,0.0,8,1988,+3 Laps,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
osella,1964-03-19,larini,26,Italian,19,0.0,8,1988,Out of fuel,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
benetton,1957-07-13,boutsen,12,Belgian,20,0.0,8,1988,Transmission,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
march,1963-05-24,capelli,6,Italian,21,0.0,8,1988,Alternator,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
mclaren,1955-02-24,prost,4,French,22,0.0,8,1988,Handling,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
tyrrell,1956-11-07,palmer,17,British,23,0.0,8,1988,Engine,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
rial,1959-05-31,cesaris,14,Italian,24,0.0,8,1988,Clutch,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
ags,1955-06-26,streiff,16,French,25,0.0,8,1988,Broken wing,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
minardi,1959-05-15,sala,18,Spanish,26,0.0,8,1988,Suspension,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
eurobrun,1954-08-19,larrauri,0,Argentine,27,0.0,8,1988,Did not qualify,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
zakspeed,1952-01-16,ghinzani,0,Italian,28,0.0,8,1988,Did not qualify,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
ligier,1956-09-08,johansson,0,Swedish,29,0.0,8,1988,Did not qualify,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,30,0.0,8,1988,Did not qualify,,silverstone,http://en.wikipedia.org/wiki/1988_British_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,1,9.0,9,1988,Finished,5574188.0,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
mclaren,1955-02-24,prost,2,French,2,6.0,9,1988,Finished,5587797.0,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
ferrari,1959-08-27,berger,3,Austrian,3,4.0,9,1988,Finished,5626283.0,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
ferrari,1956-12-23,alboreto,4,Italian,4,3.0,9,1988,Finished,5675100.0,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
march,1963-05-24,capelli,7,Italian,5,2.0,9,1988,Finished,5683794.0,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
benetton,1957-07-13,boutsen,9,Belgian,6,1.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
arrows,1954-08-27,warwick,12,British,7,0.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
march,1963-04-20,gugelmin,10,Brazilian,8,0.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,8,Japanese,9,0.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
arrows,1958-01-10,cheever,15,American,10,0.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
tyrrell,1956-11-07,palmer,24,British,11,0.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
zakspeed,1964-07-20,schneider,22,German,12,0.0,9,1988,+1 Lap,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
rial,1959-05-31,cesaris,14,Italian,13,0.0,9,1988,+2 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
zakspeed,1952-01-16,ghinzani,23,Italian,14,0.0,9,1988,+2 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
dallara,1964-03-18,caffi,19,Italian,15,0.0,9,1988,+2 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
eurobrun,1954-08-19,larrauri,26,Argentine,16,0.0,9,1988,+2 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
ligier,1948-07-04,arnoux,17,French,17,0.0,9,1988,+3 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
benetton,1959-07-07,nannini,6,Italian,18,0.0,9,1988,+4 Laps,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
larrousse,1961-07-28,dalmas,21,French,19,0.0,9,1988,Clutch,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
ags,1955-06-26,streiff,16,French,20,0.0,9,1988,Throttle,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
williams,1954-04-17,patrese,13,Italian,21,0.0,9,1988,Spun off,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
osella,1964-03-19,larini,18,Italian,22,0.0,9,1988,Engine,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
williams,1953-08-08,mansell,11,British,23,0.0,9,1988,Spun off,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
eurobrun,1963-05-12,modena,25,Italian,24,0.0,9,1988,Engine,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
larrousse,1954-07-27,alliot,20,French,25,0.0,9,1988,Spun off,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
team_lotus,1952-08-17,piquet,5,Brazilian,26,0.0,9,1988,Spun off,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
minardi,1959-05-15,sala,0,Spanish,27,0.0,9,1988,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
ligier,1956-09-08,johansson,0,Swedish,28,0.0,9,1988,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,29,0.0,9,1988,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
minardi,1961-04-23,martini,0,Italian,30,0.0,9,1988,Did not qualify,,hockenheimring,http://en.wikipedia.org/wiki/1988_German_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,1,9.0,10,1988,Finished,7067081.0,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
mclaren,1955-02-24,prost,7,French,2,6.0,10,1988,Finished,7067610.0,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
benetton,1957-07-13,boutsen,3,Belgian,3,4.0,10,1988,Finished,7098491.0,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
ferrari,1959-08-27,berger,9,Austrian,4,3.0,10,1988,Finished,7155751.0,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
march,1963-04-20,gugelmin,8,Brazilian,5,2.0,10,1988,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
williams,1954-04-17,patrese,6,Italian,6,1.0,10,1988,+1 Lap,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
team_lotus,1953-02-23,satoru_nakajima,19,Japanese,7,0.0,10,1988,+3 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
team_lotus,1952-08-17,piquet,13,Brazilian,8,0.0,10,1988,+3 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
larrousse,1961-07-28,dalmas,17,French,9,0.0,10,1988,+3 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
minardi,1959-05-15,sala,11,Spanish,10,0.0,10,1988,+4 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
eurobrun,1963-05-12,modena,26,Italian,11,0.0,10,1988,+4 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
larrousse,1954-07-27,alliot,20,French,12,0.0,10,1988,+4 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
coloni,1962-03-02,tarquini,22,Italian,13,0.0,10,1988,+5 Laps,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
arrows,1954-08-27,warwick,12,British,14,0.0,10,1988,Brakes,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
williams,1953-08-08,mansell,2,British,15,0.0,10,1988,Driver unwell,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
arrows,1958-01-10,cheever,14,American,16,0.0,10,1988,Brakes,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
ferrari,1956-12-23,alboreto,15,Italian,17,0.0,10,1988,Electrical,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
ligier,1948-07-04,arnoux,25,French,18,0.0,10,1988,Engine,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
rial,1959-05-31,cesaris,18,Italian,19,0.0,10,1988,Halfshaft,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
benetton,1959-07-07,nannini,5,Italian,20,0.0,10,1988,Overheating,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
dallara,1964-03-18,caffi,10,Italian,21,0.0,10,1988,Engine,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
ligier,1956-09-08,johansson,24,Swedish,22,0.0,10,1988,Throttle,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
minardi,1961-04-23,martini,16,Italian,23,0.0,10,1988,Collision,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
ags,1955-06-26,streiff,23,French,24,0.0,10,1988,Collision,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
march,1963-05-24,capelli,4,Italian,25,0.0,10,1988,Engine,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
tyrrell,1956-11-07,palmer,21,British,26,0.0,10,1988,Engine,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
eurobrun,1954-08-19,larrauri,0,Argentine,27,0.0,10,1988,Did not qualify,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
zakspeed,1964-07-20,schneider,0,German,28,0.0,10,1988,Did not qualify,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
tyrrell,1961-10-09,bailey,0,British,29,0.0,10,1988,Did not qualify,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
zakspeed,1952-01-16,ghinzani,0,Italian,30,0.0,10,1988,Did not qualify,,hungaroring,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix
mclaren,1960-03-21,senna,1,Brazilian,1,9.0,11,1988,Finished,5280549.0,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
mclaren,1955-02-24,prost,2,French,2,6.0,11,1988,Finished,5311019.0,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
march,1963-05-24,capelli,14,Italian,3,4.0,11,1988,Finished,5356317.0,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
team_lotus,1952-08-17,piquet,9,Brazilian,4,3.0,11,1988,Finished,5364177.0,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
arrows,1954-08-27,warwick,10,British,5,2.0,11,1988,Finished,5365904.0,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
arrows,1958-01-10,cheever,11,American,6,1.0,11,1988,+1 Lap,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
williams,1959-06-01,brundle,12,British,7,0.0,11,1988,+1 Lap,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
dallara,1964-03-18,caffi,15,Italian,8,0.0,11,1988,+1 Lap,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
larrousse,1954-07-27,alliot,16,French,9,0.0,11,1988,+1 Lap,,spa,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix
