,Driver,Driver Points,Driver Standings,Driver Wins,Round,Season
716,cross,6.0,5,0,3,1953
717,gonzalez,6.0,6,0,3,1953
718,hawthorn,6.0,7,0,3,1953
719,bonetto,2.0,8,0,3,1953
720,darter,2.0,9,0,3,1953
721,hanks,2.0,10,0,3,1953
722,graffenried,2.0,11,0,3,1953
723,galvez,2.0,12,0,3,1953
724,mcgrath,2.0,13,0,3,1953
725,paul_russo,,14,0,3,1953
726,agabashian,,15,0,3,1953
727,trintignant,0.0,16,0,3,1953
728,behra,0.0,17,0,3,1953
729,daywalt,0.0,18,0,3,1953
730,rathmann,0.0,19,0,3,1953
731,schell,0.0,20,0,3,1953
732,johnson,0.0,21,0,3,1953
733,rosier,0.0,22,0,3,1953
734,john_barber,0.0,23,0,3,1953
735,collins,0.0,24,0,3,1953
736,mccoy,0.0,25,0,3,1953
737,stevenson,0.0,26,0,3,1953
738,hartley,0.0,27,0,3,1953
739,bettenhausen,0.0,28,0,3,1953
740,alan_brown,0.0,29,0,3,1953
741,moss,0.0,30,0,3,1953
742,ascari,25.0,1,3,4,1953
743,villoresi,13.0,2,0,4,1953
744,vukovich,9.0,3,1,4,1953
745,gonzalez,7.0,4,0,4,1953
746,farina,6.0,5,0,4,1953
747,cross,6.0,6,0,4,1953
748,hawthorn,6.0,7,0,4,1953
749,graffenried,5.0,8,0,4,1953
750,marimon,4.0,9,0,4,1953
751,bonetto,2.0,10,0,4,1953
752,darter,2.0,11,0,4,1953
753,hanks,2.0,12,0,4,1953
754,trintignant,2.0,13,0,4,1953
755,galvez,2.0,14,0,4,1953
756,mcgrath,2.0,15,0,4,1953
757,paul_russo,,16,0,4,1953
758,agabashian,,17,0,4,1953
759,behra,0.0,18,0,4,1953
760,daywalt,0.0,19,0,4,1953
761,schell,0.0,20,0,4,1953
762,rosier,0.0,21,0,4,1953
763,rathmann,0.0,22,0,4,1953
764,johnson,0.0,23,0,4,1953
765,collins,0.0,24,0,4,1953
766,john_barber,0.0,25,0,4,1953
767,mccoy,0.0,26,0,4,1953
768,stevenson,0.0,27,0,4,1953
769,hartley,0.0,28,0,4,1953
770,bettenhausen,0.0,29,0,4,1953
771,alan_brown,0.0,30,0,4,1953
772,ascari,28.0,1,3,5,1953
773,hawthorn,14.0,2,1,5,1953
774,villoresi,13.0,3,0,5,1953
775,gonzalez,11.0,4,0,5,1953
776,vukovich,9.0,5,1,5,1953
777,farina,8.0,6,0,5,1953
778,fangio,7.0,7,0,5,1953
779,cross,6.0,8,0,5,1953
780,graffenried,5.0,9,0,5,1953
781,marimon,4.0,10,0,5,1953
782,bonetto,2.0,11,0,5,1953
783,darter,2.0,12,0,5,1953
784,hanks,2.0,13,0,5,1953
785,trintignant,2.0,14,0,5,1953
786,galvez,2.0,15,0,5,1953
787,mcgrath,2.0,16,0,5,1953
788,paul_russo,,17,0,5,1953
789,agabashian,,18,0,5,1953
790,behra,0.0,19,0,5,1953
791,daywalt,0.0,20,0,5,1953
792,schell,0.0,21,0,5,1953
793,rosier,0.0,22,0,5,1953
794,rathmann,0.0,23,0,5,1953
795,johnson,0.0,24,0,5,1953
796,collins,0.0,25,0,5,1953
797,john_barber,0.0,26,0,5,1953
798,mccoy,0.0,27,0,5,1953
799,moss,0.0,28,0,5,1953
800,stevenson,0.0,29,0,5,1953
801,hartley,0.0,30,0,5,1953
802,ascari,,1,4,6,1953
803,hawthorn,16.0,2,1,6,1953
804,gonzalez,,3,0,6,1953
805,villoresi,13.0,4,0,6,1953
806,fangio,13.0,5,0,6,1953
807,farina,12.0,6,0,6,1953
808,vukovich,9.0,7,1,6,1953
809,cross,6.0,8,0,6,1953
810,graffenried,5.0,9,0,6,1953
811,marimon,4.0,10,0,6,1953
812,bonetto,2.0,11,0,6,1953
813,darter,2.0,12,0,6,1953
814,hanks,2.0,13,0,6,1953
815,trintignant,2.0,14,0,6,1953
816,galvez,2.0,15,0,6,1953
817,mcgrath,2.0,16,0,6,1953
818,paul_russo,,17,0,6,1953
819,agabashian,,18,0,6,1953
820,behra,0.0,19,0,6,1953
821,daywalt,0.0,20,0,6,1953
822,schell,0.0,21,0,6,1953
823,rosier,0.0,22,0,6,1953
824,rathmann,0.0,23,0,6,1953
825,bira,0.0,24,0,6,1953
826,johnson,0.0,25,0,6,1953
827,collins,0.0,26,0,6,1953
828,wharton,0.0,27,0,6,1953
829,john_barber,0.0,28,0,6,1953
830,mccoy,0.0,29,0,6,1953
831,alan_brown,0.0,30,0,6,1953
832,ascari,,1,4,7,1953
833,farina,20.0,2,1,7,1953
834,fangio,19.0,3,0,7,1953
835,hawthorn,18.0,4,1,7,1953
836,gonzalez,,5,0,7,1953
837,villoresi,13.0,6,0,7,1953
838,vukovich,9.0,7,1,7,1953
839,graffenried,7.0,8,0,7,1953
840,cross,6.0,9,0,7,1953
841,bonetto,5.0,10,0,7,1953
842,marimon,4.0,11,0,7,1953
843,darter,2.0,12,0,7,1953
844,hanks,2.0,13,0,7,1953
845,trintignant,2.0,14,0,7,1953
846,galvez,2.0,15,0,7,1953
847,mcgrath,2.0,16,0,7,1953
848,paul_russo,,17,0,7,1953
849,agabashian,,18,0,7,1953
850,moss,0.0,19,0,7,1953
851,behra,0.0,20,0,7,1953
852,daywalt,0.0,21,0,7,1953
853,schell,0.0,22,0,7,1953
854,rosier,0.0,23,0,7,1953
855,rathmann,0.0,24,0,7,1953
856,bira,0.0,25,0,7,1953
857,johnson,0.0,26,0,7,1953
858,swaters,0.0,27,0,7,1953
859,collins,0.0,28,0,7,1953
860,wharton,0.0,29,0,7,1953
861,john_barber,0.0,30,0,7,1953
862,ascari,,1,5,8,1953
863,farina,24.0,2,1,8,1953
864,fangio,,3,0,8,1953
865,hawthorn,19.0,4,1,8,1953
866,gonzalez,,5,0,8,1953
867,villoresi,13.0,6,0,8,1953
868,vukovich,9.0,7,1,8,1953
869,graffenried,7.0,8,0,8,1953
870,bonetto,,9,0,8,1953
871,cross,6.0,10,0,8,1953
872,marimon,4.0,11,0,8,1953
873,darter,2.0,12,0,8,1953
874,hanks,2.0,13,0,8,1953
875,trintignant,2.0,14,0,8,1953
876,galvez,2.0,15,0,8,1953
877,lang,2.0,16,0,8,1953
878,mcgrath,2.0,17,0,8,1953
879,paul_russo,,18,0,8,1953
880,agabashian,,19,0,8,1953
881,moss,0.0,20,0,8,1953
882,behra,0.0,21,0,8,1953
883,daywalt,0.0,22,0,8,1953
884,schell,0.0,23,0,8,1953
885,rosier,0.0,24,0,8,1953
886,wharton,0.0,25,0,8,1953
887,rathmann,0.0,26,0,8,1953
888,bira,0.0,27,0,8,1953
889,swaters,0.0,28,0,8,1953
890,johnson,0.0,29,0,8,1953
891,collins,0.0,30,0,8,1953
892,ascari,,1,5,9,1953
893,fangio,28.0,2,1,9,1953
894,farina,26.0,3,1,9,1953
895,hawthorn,19.0,4,1,9,1953
896,villoresi,17.0,5,0,9,1953
897,gonzalez,,6,0,9,1953
898,vukovich,9.0,7,1,9,1953
899,graffenried,7.0,8,0,9,1953
900,bonetto,,9,0,9,1953
901,cross,6.0,10,0,9,1953
902,marimon,4.0,11,0,9,1953
903,trintignant,4.0,12,0,9,1953
904,darter,2.0,13,0,9,1953
905,hanks,2.0,14,0,9,1953
906,galvez,2.0,15,0,9,1953
907,lang,2.0,16,0,9,1953
908,mcgrath,2.0,17,0,9,1953
909,paul_russo,,18,0,9,1953
910,agabashian,,19,0,9,1953
911,moss,0.0,20,0,9,1953
912,behra,0.0,21,0,9,1953
913,mieres,0.0,22,0,9,1953
914,daywalt,0.0,23,0,9,1953
915,schell,0.0,24,0,9,1953
916,rosier,0.0,25,0,9,1953
917,wharton,0.0,26,0,9,1953
918,bira,0.0,27,0,9,1953
919,rathmann,0.0,28,0,9,1953
920,swaters,0.0,29,0,9,1953
921,johnson,0.0,30,0,9,1953
922,fangio,8.0,1,1,1,1954
923,farina,6.0,2,0,1,1954
924,gonzalez,5.0,3,0,1,1954
925,trintignant,3.0,4,0,1,1954
926,bayol,2.0,5,0,1,1954
927,schell,0.0,6,0,1,1954
928,bira,0.0,7,0,1,1954
929,graffenried,0.0,8,0,1,1954
930,maglioli,0.0,9,0,1,1954
931,marimon,0.0,10,0,1,1954
932,mieres,0.0,11,0,1,1954
933,loyer,0.0,12,0,1,1954
934,daponte,0.0,13,0,1,1954
935,rosier,0.0,14,0,1,1954
936,musso,0.0,15,0,1,1954
937,menditeguy,0.0,16,0,1,1954
938,fangio,8.0,1,1,2,1954
939,vukovich,8.0,2,1,2,1954
940,bryan,6.0,3,0,2,1954
941,farina,6.0,4,0,2,1954
942,gonzalez,5.0,5,0,2,1954
943,mcgrath,5.0,6,0,2,1954
944,trintignant,3.0,7,0,2,1954
945,bayol,2.0,8,0,2,1954
946,nazaruk,2.0,9,0,2,1954
947,darter,,10,0,2,1954
948,ruttman,,11,0,2,1954
949,agabashian,0.0,12,0,2,1954
950,schell,0.0,13,0,2,1954
951,bira,0.0,14,0,2,1954
952,freeland,0.0,15,0,2,1954
953,hoyt,0.0,16,0,2,1954
954,graffenried,0.0,17,0,2,1954
955,paul_russo,0.0,18,0,2,1954
956,crockett,0.0,19,0,2,1954
957,maglioli,0.0,20,0,2,1954
958,niday,0.0,21,0,2,1954
959,davies,0.0,22,0,2,1954
960,hanks,0.0,23,0,2,1954
961,linden,0.0,24,0,2,1954
962,parsons,0.0,25,0,2,1954
963,cross,0.0,26,0,2,1954
964,faulkner,0.0,27,0,2,1954
965,stevenson,0.0,28,0,2,1954
966,ayulo,0.0,29,0,2,1954
967,sweikert,0.0,30,0,2,1954
968,fangio,17.0,1,2,3,1954
969,trintignant,9.0,2,0,3,1954
970,vukovich,8.0,3,1,3,1954
971,gonzalez,,4,0,3,1954
972,farina,6.0,5,0,3,1954
973,bryan,6.0,6,0,3,1954
974,mcgrath,5.0,7,0,3,1954
975,moss,4.0,8,0,3,1954
976,bayol,2.0,9,0,3,1954
977,nazaruk,2.0,10,0,3,1954
978,andre_pilette,2.0,11,0,3,1954
979,darter,,12,0,3,1954
980,hawthorn,,13,0,3,1954
981,ruttman,,14,0,3,1954
982,bira,0.0,15,0,3,1954
983,agabashian,0.0,16,0,3,1954
984,schell,0.0,17,0,3,1954
985,freeland,0.0,18,0,3,1954
986,mantovani,0.0,19,0,3,1954
987,hoyt,0.0,20,0,3,1954
988,graffenried,0.0,21,0,3,1954
989,paul_russo,0.0,22,0,3,1954
990,crockett,0.0,23,0,3,1954
991,maglioli,0.0,24,0,3,1954
992,niday,0.0,25,0,3,1954
993,davies,0.0,26,0,3,1954
994,hanks,0.0,27,0,3,1954
995,linden,0.0,28,0,3,1954
996,parsons,0.0,29,0,3,1954
997,cross,0.0,30,0,3,1954
998,fangio,25.0,1,3,4,1954
999,trintignant,9.0,2,0,4,1954
1000,vukovich,8.0,3,1,4,1954
1001,gonzalez,,4,0,4,1954
1002,farina,6.0,5,0,4,1954
1003,bryan,6.0,6,0,4,1954
1004,kling,6.0,7,0,4,1954
1005,mcgrath,5.0,8,0,4,1954
1006,manzon,4.0,9,0,4,1954
1007,moss,4.0,10,0,4,1954
1008,bira,3.0,11,0,4,1954
1009,bayol,2.0,12,0,4,1954
1010,nazaruk,2.0,13,0,4,1954
1011,andre_pilette,2.0,14,0,4,1954
1012,villoresi,2.0,15,0,4,1954
1013,darter,,16,0,4,1954
1014,hawthorn,,17,0,4,1954
1015,ruttman,,18,0,4,1954
1016,herrmann,1.0,19,0,4,1954
1017,behra,0.0,20,0,4,1954
1018,schell,0.0,21,0,4,1954
1019,agabashian,0.0,22,0,4,1954
1020,mantovani,0.0,23,0,4,1954
1021,freeland,0.0,24,0,4,1954
1022,hoyt,0.0,25,0,4,1954
1023,graffenried,0.0,26,0,4,1954
1024,paul_russo,0.0,27,0,4,1954
1025,crockett,0.0,28,0,4,1954
1026,maglioli,0.0,29,0,4,1954
1027,niday,0.0,30,0,4,1954
1028,fangio,,1,3,5,1954
1029,gonzalez,,2,1,5,1954
1030,trintignant,11.0,3,0,5,1954
1031,vukovich,8.0,4,1,5,1954
1032,hawthorn,,5,0,5,1954
1033,kling,6.0,6,0,5,1954
1034,farina,6.0,7,0,5,1954
1035,bryan,6.0,8,0,5,1954
1036,mcgrath,5.0,9,0,5,1954
1037,marimon,,10,0,5,1954
1038,moss,4.0,11,0,5,1954
1039,manzon,4.0,12,0,5,1954
1040,bira,3.0,13,0,5,1954
1041,andre_pilette,2.0,14,0,5,1954
1042,villoresi,2.0,15,0,5,1954
1043,bayol,2.0,16,0,5,1954
1044,nazaruk,2.0,17,0,5,1954
1045,darter,,18,0,5,1954
1046,ruttman,,19,0,5,1954
1047,herrmann,1.0,20,0,5,1954
1048,schell,0.0,21,0,5,1954
1049,behra,0.0,22,0,5,1954
1050,mieres,0.0,23,0,5,1954
1051,agabashian,0.0,24,0,5,1954
1052,mantovani,0.0,25,0,5,1954
1053,freeland,0.0,26,0,5,1954
1054,wharton,0.0,27,0,5,1954
1055,hoyt,0.0,28,0,5,1954
1056,graffenried,0.0,29,0,5,1954
1057,paul_russo,0.0,30,0,5,1954
1058,fangio,,1,4,6,1954
1059,gonzalez,,2,1,6,1954
1060,trintignant,15.0,3,0,6,1954
1061,hawthorn,,4,0,6,1954
1062,kling,10.0,5,0,6,1954
1063,vukovich,8.0,6,1,6,1954
1064,farina,6.0,7,0,6,1954
1065,bryan,6.0,8,0,6,1954
1066,mcgrath,5.0,9,0,6,1954
1067,marimon,,10,0,6,1954
1068,manzon,4.0,11,0,6,1954
1069,moss,4.0,12,0,6,1954
1070,bira,3.0,13,0,6,1954
1071,mantovani,2.0,14,0,6,1954
1072,andre_pilette,2.0,15,0,6,1954
1073,villoresi,2.0,16,0,6,1954
1074,bayol,2.0,17,0,6,1954
1075,nazaruk,2.0,18,0,6,1954
1076,darter,,19,0,6,1954
1077,ruttman,,20,0,6,1954
1078,herrmann,1.0,21,0,6,1954
1079,schell,0.0,22,0,6,1954
1080,behra,0.0,23,0,6,1954
1081,mieres,0.0,24,0,6,1954
1082,agabashian,0.0,25,0,6,1954
1083,taruffi,0.0,26,0,6,1954
1084,freeland,0.0,27,0,6,1954
1085,rosier,0.0,28,0,6,1954
1086,wharton,0.0,29,0,6,1954
1087,hoyt,0.0,30,0,6,1954
1088,fangio,42.0,1,5,7,1954
1089,gonzalez,,2,1,7,1954
1090,trintignant,15.0,3,0,7,1954
1091,hawthorn,,4,0,7,1954
1092,kling,10.0,5,0,7,1954
1093,vukovich,8.0,6,1,7,1954
1094,farina,6.0,7,0,7,1954
1095,bryan,6.0,8,0,7,1954
1096,herrmann,5.0,9,0,7,1954
1097,mcgrath,5.0,10,0,7,1954
1098,marimon,,11,0,7,1954
1099,manzon,4.0,12,0,7,1954
1100,moss,4.0,13,0,7,1954
1101,mantovani,4.0,14,0,7,1954
1102,bira,3.0,15,0,7,1954
1103,mieres,3.0,16,0,7,1954
1104,andre_pilette,2.0,17,0,7,1954
1105,villoresi,2.0,18,0,7,1954
1106,bayol,2.0,19,0,7,1954
1107,nazaruk,2.0,20,0,7,1954
1108,darter,,21,0,7,1954
1109,ruttman,,22,0,7,1954
1110,schell,0.0,23,0,7,1954
1111,wharton,0.0,24,0,7,1954
1112,behra,0.0,25,0,7,1954
1113,agabashian,0.0,26,0,7,1954
1114,taruffi,0.0,27,0,7,1954
1115,maglioli,0.0,28,0,7,1954
1116,freeland,0.0,29,0,7,1954
1117,rosier,0.0,30,0,7,1954
1118,fangio,42.0,1,6,8,1954
1119,gonzalez,,2,1,8,1954
1120,trintignant,17.0,3,0,8,1954
1121,hawthorn,,4,0,8,1954
1122,kling,10.0,5,0,8,1954
1123,vukovich,8.0,6,1,8,1954
1124,herrmann,8.0,7,0,8,1954
1125,farina,6.0,8,0,8,1954
1126,bryan,6.0,9,0,8,1954
1127,mcgrath,5.0,10,0,8,1954
1128,marimon,,11,0,8,1954
1129,manzon,4.0,12,0,8,1954
1130,moss,4.0,13,0,8,1954
1131,mantovani,4.0,14,0,8,1954
1132,bira,3.0,15,0,8,1954
1133,mieres,3.0,16,0,8,1954
1134,maglioli,2.0,17,0,8,1954
1135,andre_pilette,2.0,18,0,8,1954
1136,villoresi,2.0,19,0,8,1954
1137,bayol,2.0,20,0,8,1954
1138,nazaruk,2.0,21,0,8,1954
1139,darter,,22,0,8,1954
1140,ruttman,,23,0,8,1954
1141,schell,0.0,24,0,8,1954
1142,wharton,0.0,25,0,8,1954
1143,behra,0.0,26,0,8,1954
1144,wacker,0.0,27,0,8,1954
1145,agabashian,0.0,28,0,8,1954
1146,taruffi,0.0,29,0,8,1954
1147,collins,0.0,30,0,8,1954
1148,fangio,42.0,1,6,9,1954
1149,gonzalez,,2,1,9,1954
1150,hawthorn,,3,1,9,1954
1151,trintignant,17.0,4,0,9,1954
1152,kling,12.0,5,0,9,1954
1153,vukovich,8.0,6,1,9,1954
1154,herrmann,8.0,7,0,9,1954
1155,farina,6.0,8,0,9,1954
1156,musso,6.0,9,0,9,1954
1157,bryan,6.0,10,0,9,1954
1158,mieres,6.0,11,0,9,1954
1159,mcgrath,5.0,12,0,9,1954
1160,marimon,,13,0,9,1954
1161,manzon,4.0,14,0,9,1954
1162,moss,4.0,15,0,9,1954
1163,mantovani,4.0,16,0,9,1954
1164,bira,3.0,17,0,9,1954
1165,maglioli,2.0,18,0,9,1954
1166,andre_pilette,2.0,19,0,9,1954
1167,villoresi,2.0,20,0,9,1954
1168,bayol,2.0,21,0,9,1954
1169,nazaruk,2.0,22,0,9,1954
1170,darter,,23,0,9,1954
1171,ruttman,,24,0,9,1954
1172,ascari,1.0,25,0,9,1954
1173,schell,0.0,26,0,9,1954
1174,wharton,0.0,27,0,9,1954
1175,behra,0.0,28,0,9,1954
1176,wacker,0.0,29,0,9,1954
1177,agabashian,0.0,30,0,9,1954
1178,fangio,9.0,1,1,1,1955
1179,trintignant,,2,0,1,1955
1180,farina,,3,0,1,1955
1181,gonzalez,2.0,4,0,1,1955
1182,mieres,2.0,5,0,1,1955
1183,maglioli,,6,0,1,1955
1184,moss,1.0,7,0,1,1955
1185,kling,1.0,8,0,1,1955
1186,herrmann,1.0,9,0,1,1955
1187,schell,0.0,10,0,1,1955
1188,behra,0.0,11,0,1,1955
1189,mantovani,0.0,12,0,1,1955
1190,musso,0.0,13,0,1,1955
1191,menditeguy,0.0,14,0,1,1955
1192,bucci,0.0,15,0,1,1955
1193,iglesias,0.0,16,0,1,1955
1194,villoresi,0.0,17,0,1,1955
1195,castellotti,0.0,18,0,1,1955
1196,uria,0.0,19,0,1,1955
1197,ascari,0.0,20,0,1,1955
1198,bayol,0.0,21,0,1,1955
1199,birger,0.0,22,0,1,1955
1200,trintignant,,1,1,2,1955
1201,fangio,10.0,2,1,2,1955
1202,farina,,3,0,2,1955
1203,castellotti,6.0,4,0,2,1955
1204,gonzalez,2.0,5,0,2,1955
1205,behra,2.0,6,0,2,1955
1206,perdisa,2.0,7,0,2,1955
1207,villoresi,2.0,8,0,2,1955
1208,mieres,2.0,9,0,2,1955
1209,maglioli,,10,0,2,1955
1210,moss,1.0,11,0,2,1955
1211,kling,1.0,12,0,2,1955
1212,herrmann,1.0,13,0,2,1955
1213,schell,0.0,14,0,2,1955
1214,chiron,0.0,15,0,2,1955
1215,musso,0.0,16,0,2,1955
1216,mantovani,0.0,17,0,2,1955
1217,pollet,0.0,18,0,2,1955
1218,frere,0.0,19,0,2,1955
1219,taruffi,0.0,20,0,2,1955
1220,menditeguy,0.0,21,0,2,1955
1221,bucci,0.0,22,0,2,1955
1222,iglesias,0.0,23,0,2,1955
1223,ascari,0.0,24,0,2,1955
1224,bayol,0.0,25,0,2,1955
1225,uria,0.0,26,0,2,1955
1226,manzon,0.0,27,0,2,1955
1227,simon,0.0,28,0,2,1955
1228,hawthorn,0.0,29,0,2,1955
1229,rosier,0.0,30,0,2,1955
1230,trintignant,,1,1,3,1955
1231,fangio,10.0,2,1,3,1955
1232,sweikert,8.0,3,1,3,1955
1233,farina,,4,0,3,1955
1234,castellotti,6.0,5,0,3,1955
1235,davies,4.0,6,0,3,1955
1236,bettenhausen,3.0,7,0,3,1955
1237,paul_russo,3.0,8,0,3,1955
1238,thomson,3.0,9,0,3,1955
1239,gonzalez,2.0,10,0,3,1955
1240,behra,2.0,11,0,3,1955
1241,perdisa,2.0,12,0,3,1955
1242,villoresi,2.0,13,0,3,1955
1243,mieres,2.0,14,0,3,1955
1244,maglioli,,15,0,3,1955
1245,moss,1.0,16,0,3,1955
1246,kling,1.0,17,0,3,1955
1247,herrmann,1.0,18,0,3,1955
1248,faulkner,1.0,19,0,3,1955
1249,homeier,1.0,20,0,3,1955
1250,vukovich,1.0,21,0,3,1955
1251,schell,0.0,22,0,3,1955
1252,chiron,0.0,23,0,3,1955
1253,linden,0.0,24,0,3,1955
1254,musso,0.0,25,0,3,1955
1255,mantovani,0.0,26,0,3,1955
1256,herman,0.0,27,0,3,1955
1257,pollet,0.0,28,0,3,1955
1258,frere,0.0,29,0,3,1955
1259,connor,0.0,30,0,3,1955
1260,fangio,19.0,1,2,4,1955
1261,trintignant,,2,1,4,1955
1262,farina,,3,0,4,1955
1263,sweikert,8.0,4,1,4,1955
1264,moss,7.0,5,0,4,1955
1265,castellotti,6.0,6,0,4,1955
1266,davies,4.0,7,0,4,1955
1267,bettenhausen,3.0,8,0,4,1955
1268,paul_russo,3.0,9,0,4,1955
1269,behra,3.0,10,0,4,1955
1270,frere,3.0,11,0,4,1955
1271,thomson,3.0,12,0,4,1955
1272,mieres,3.0,13,0,4,1955
1273,gonzalez,2.0,14,0,4,1955
1274,perdisa,2.0,15,0,4,1955
1275,villoresi,2.0,16,0,4,1955
1276,maglioli,,17,0,4,1955
1277,kling,1.0,18,0,4,1955
1278,herrmann,1.0,19,0,4,1955
1279,faulkner,1.0,20,0,4,1955
1280,homeier,1.0,21,0,4,1955
1281,vukovich,1.0,22,0,4,1955
1282,schell,0.0,23,0,4,1955
1283,chiron,0.0,24,0,4,1955
1284,linden,0.0,25,0,4,1955
1285,musso,0.0,26,0,4,1955
1286,mantovani,0.0,27,0,4,1955
1287,herman,0.0,28,0,4,1955
1288,pollet,0.0,29,0,4,1955
1289,taruffi,0.0,30,0,4,1955
1290,fangio,27.0,1,3,5,1955
1291,moss,13.0,2,0,5,1955
1292,trintignant,,3,1,5,1955
1293,farina,,4,0,5,1955
1294,sweikert,8.0,5,1,5,1955
1295,castellotti,8.0,6,0,5,1955
1296,mieres,7.0,7,0,5,1955
1297,musso,4.0,8,0,5,1955
1298,davies,4.0,9,0,5,1955
1299,bettenhausen,3.0,10,0,5,1955
1300,paul_russo,3.0,11,0,5,1955
1301,behra,3.0,12,0,5,1955
1302,frere,3.0,13,0,5,1955
1303,thomson,3.0,14,0,5,1955
1304,gonzalez,2.0,15,0,5,1955
1305,perdisa,2.0,16,0,5,1955
1306,villoresi,2.0,17,0,5,1955
1307,maglioli,,18,0,5,1955
1308,kling,1.0,19,0,5,1955
1309,herrmann,1.0,20,0,5,1955
1310,faulkner,1.0,21,0,5,1955
1311,homeier,1.0,22,0,5,1955
1312,vukovich,1.0,23,0,5,1955
1313,schell,0.0,24,0,5,1955
1314,chiron,0.0,25,0,5,1955
1315,linden,0.0,26,0,5,1955
1316,pollet,0.0,27,0,5,1955
1317,mantovani,0.0,28,0,5,1955
1318,hawthorn,0.0,29,0,5,1955
1319,herman,0.0,30,0,5,1955
1320,fangio,33.0,1,3,6,1955
1321,moss,22.0,2,1,6,1955
1322,trintignant,,3,1,6,1955
1323,farina,,4,0,6,1955
1324,sweikert,8.0,5,1,6,1955
1325,castellotti,8.0,6,0,6,1955
1326,mieres,7.0,7,0,6,1955
1327,musso,6.0,8,0,6,1955
1328,kling,5.0,9,0,6,1955
1329,davies,4.0,10,0,6,1955
1330,bettenhausen,3.0,11,0,6,1955
1331,paul_russo,3.0,12,0,6,1955
1332,behra,3.0,13,0,6,1955
1333,taruffi,3.0,14,0,6,1955
1334,frere,3.0,15,0,6,1955
1335,thomson,3.0,16,0,6,1955
1336,gonzalez,2.0,17,0,6,1955
1337,perdisa,2.0,18,0,6,1955
1338,villoresi,2.0,19,0,6,1955
1339,maglioli,,20,0,6,1955
1340,herrmann,1.0,21,0,6,1955
1341,faulkner,1.0,22,0,6,1955
1342,homeier,1.0,23,0,6,1955
1343,vukovich,1.0,24,0,6,1955
1344,schell,0.0,25,0,6,1955
1345,hawthorn,0.0,26,0,6,1955
1346,chiron,0.0,27,0,6,1955
1347,linden,0.0,28,0,6,1955
1348,pollet,0.0,29,0,6,1955
1349,mantovani,0.0,30,0,6,1955
1350,fangio,40.0,1,4,7,1955
1351,moss,23.0,2,1,7,1955
1352,castellotti,12.0,3,0,7,1955
1353,trintignant,,4,1,7,1955
1354,farina,,5,0,7,1955
1355,taruffi,9.0,6,0,7,1955
1356,sweikert,8.0,7,1,7,1955
1357,mieres,7.0,8,0,7,1955
1358,behra,6.0,9,0,7,1955
1359,musso,6.0,10,0,7,1955
1360,kling,5.0,11,0,7,1955
1361,davies,4.0,12,0,7,1955
1362,bettenhausen,3.0,13,0,7,1955
1363,paul_russo,3.0,14,0,7,1955
1364,frere,3.0,15,0,7,1955
1365,thomson,3.0,16,0,7,1955
1366,gonzalez,2.0,17,0,7,1955
1367,perdisa,2.0,18,0,7,1955
1368,menditeguy,2.0,19,0,7,1955
1369,villoresi,2.0,20,0,7,1955
1370,maglioli,,21,0,7,1955
1371,herrmann,1.0,22,0,7,1955
1372,faulkner,1.0,23,0,7,1955
1373,homeier,1.0,24,0,7,1955
1374,vukovich,1.0,25,0,7,1955
1375,schell,0.0,26,0,7,1955
1376,hawthorn,0.0,27,0,7,1955
1377,chiron,0.0,28,0,7,1955
1378,linden,0.0,29,0,7,1955
1379,pollet,0.0,30,0,7,1955
1380,behra,6.0,1,0,1,1956
1381,fangio,5.0,2,1,1,1956
1382,musso,4.0,3,1,1,1956
1383,hawthorn,4.0,4,0,1,1956
1384,gendebien,2.0,5,0,1,1956
1385,gerini,,6,0,1,1956
1386,landi,,7,0,1,1956
1387,oscar_gonzalez,0.0,8,0,1,1956
1388,uria,0.0,9,0,1,1956
1389,moss,0.0,10,0,1,1956
1390,collins,0.0,11,0,1,1956
1391,piotti,0.0,12,0,1,1956
1392,menditeguy,0.0,13,0,1,1956
1393,castellotti,0.0,14,0,1,1956
1394,gonzalez,0.0,15,0,1,1956
1395,fangio,,1,1,2,1956
1396,behra,10.0,2,0,2,1956
1397,moss,8.0,3,1,2,1956
1398,musso,4.0,4,1,2,1956
1399,hawthorn,4.0,5,0,2,1956
1400,collins,3.0,6,0,2,1956
1401,ramos,2.0,7,0,2,1956
1402,gendebien,2.0,8,0,2,1956
1403,castellotti,,9,0,2,1956
1404,gerini,,10,0,2,1956
1405,landi,,11,0,2,1956
1406,bayol,0.0,12,0,2,1956
1407,oscar_gonzalez,0.0,13,0,2,1956
1408,andre_pilette,0.0,14,0,2,1956
1409,uria,0.0,15,0,2,1956
1410,perdisa,0.0,16,0,2,1956
1411,gould,0.0,17,0,2,1956
1412,manzon,0.0,18,0,2,1956
1413,piotti,0.0,19,0,2,1956
1414,menditeguy,0.0,20,0,2,1956
1415,rosier,0.0,21,0,2,1956
1416,gonzalez,0.0,22,0,2,1956
1417,trintignant,0.0,23,0,2,1956
1418,schell,0.0,24,0,2,1956
1419,scarlatti,0.0,25,0,2,1956
1420,brooks,0.0,26,0,2,1956
1421,chiron,0.0,27,0,2,1956
1422,fangio,,1,1,3,1956
1423,behra,10.0,2,0,3,1956
1424,moss,8.0,3,1,3,1956
1425,flaherty,8.0,4,1,3,1956
1426,hanks,6.0,5,0,3,1956
1427,musso,4.0,6,1,3,1956
